0x014cabbf	TreasureBookEmotionTelopChatDifficultSitOnTheHouseDeck
0x0152954d	Matte
0x015533d9	UGC.Interior.NetworkUuid
0x015a1be8	Mii.MiiMisc.ClothInfo.BottomsA
0x01645f20	Relation_Lovers_Outdoor
0x01666931	LightBlue
0x0168f45e	ItemParty00_Demo_TableMain
0x016c865d	TreasureGameEmotionTelopChatBlushSitOnTheGroundCircle
0x01742e13	Dir2Grid_Seesaw
0x017afebb	Mii.Belongings.HabitOwnInfo.EatSmell.IsOwn
0x017f14c6	Player.InteriorRoomStyleInfo.Hospital00.State
0x018b1b07	BubblesSet
0x018b4512	RoomDollHouseLDK_FrontRight
0x0193a14a	Player.GoodsInfo2.VenetianGlass.State
0x01984b63	Player.InteriorRoomStyleInfo.Asianresort00.LastObtainedSec
0x01992f46	DemoDM104037
0x01a0c270	Work/Data/CoordinateAttribute/Coordinate0209.data__CoordinateAttribute.gyml
0x01a27748	Player.GoodsInfo2.Tuna.OwnNum
0x01a2d418	Index
0x01a352db	Work/Data/ClothParam/ClothShoesSandalGladiator.data__ClothParam.gyml
0x01ab5d36	ItemDishes
0x01ac0147	Childcare.Pending.HabitOwnInfo.GreetingCurtsy.State
0x01aefc90	Soil_Undefined
0x01b12ad6	UGC.Food
0x01b3661e	UGC.Interior.WordAttrCount
0x01c282a3	House.RoomStyleInfo.Flag.SmallFlower00
0x01c4b714	WordAttrCount
0x01d139b7	Player.InteriorRoomStyleInfo.Heart01.State
0x01d49fb1	Player.InteriorRoomStyleInfo.Temple00
0x01d5e547	DailyLog.ResolvedAccidentCount
0x01d91ae6	Coordinate0042
0x01dde3a7	Player.GoodsInfo2.KoalaStuffedToy.LastObtainedSec
0x01e74be9	Work/Data/ClothModelParam/ClothTopslongBoxDressHalfNurse.data__ClothModelParam.gyml
0x01e7d354	Work/Data/ClothParam/ClothHeadwearGlassEyeMask.data__ClothParam.gyml
0x01e84f59	Player.GoodsInfo2.FamousMountainCalendar.State
0x01ea4280	ObjStreetLampRetro_Center
0x01ed88d8	Trouble_Common_Chat
0x01ee956b	Player.GoodsInfo2.FallenLeaves.State
0x01f32675	Work/Data/CoordinateAttribute/Coordinate0150.data__CoordinateAttribute.gyml
0x01f82546	Mii.Belongings.RoomStyleInfo.Flag.LightStick01
0x01ff6d77	Work/Data/ClothParam/ClothSocksShortLeggings.data__ClothParam.gyml
0x020037d2	Player.HabitInfo2.WalkScurry
0x020d0b38	Player.GoodsInfo2.Alien.IsNewlyOwned
0x020defc1	ObjGuardrail_04
0x0212dbc8	FriendsLoverFamilyNotFight
0x02169659	Player.GoodsInfo2.KarateSet.LastObtainedSec
0x02174271	BrushSilver
0x021ad706	IsLock
0x021b425a	Work/Confluence/PageInfo/HairFront041.pp__Confluence__PageInfo.gyml
0x021cc0be	BlinkLot
0x0223c222	ItemFlowerpot_04_Demo
0x0224c89e	PremiumCoin
0x0226b2e5	Partner_CanExecuteLoveryDemoBoth
0x0228f537	ObjChinese00_Table
0x022b4d1e	Player.InteriorRoomStyleInfo.Japanese04.KeyHash
0x022d22c2	Player.GoodsInfo2.Receipt.OwnNum
0x022de916	StyleGroup_Halloween00
0x02340072	Work/Data/ClothModelParam/ClothSocksJacquard.data__ClothModelParam.gyml
0x023898bc	Player.InteriorRoomStyleInfo.Dot03.State
0x02390452	Carpet02
0x0239a343	DemoPR000087
0x02437e58	Player.GoodsInfo2.Antenna.State
0x024645fd	Player.GoodsInfo2.Alebrijes.State
0x0248d07e	Player.InteriorRoomStyleInfo.Nobility01.IsNewlyOwned
0x02526704	Player.GoodsInfo2.MessageBottle.IsNewlyOwned
0x02538d63	Player.ShopPaidMoneyTotal
0x02562dd3	Trouble_HungrySalty_Failure
0x025fe88d	Mii.Belongings.HabitOwnInfo.StandRestless.State
0x02648bc7	Mii.Belongings.RoomStyleInfo.Flag.Atelier00
0x02652fb2	ClothTopsTshirtHalfStripe
0x02653310	DemoPR000105
0x02698e75	ObjKids00_Toy
0x026c2700	Work/Confluence/PageInfo/HairParts018.pp__Confluence__PageInfo.gyml
0x026ca080	Childcare.Pending.HabitOwnInfo.WalkStoop.State
0x026eaa9b	Event0012CH
0x027027ec	SystemVacantLand_2x2_Center
0x0272f85b	Mii.Belongings.RoomStyleInfo.Flag.Training00
0x027453e7	Player.InteriorRoomStyleInfo.WoodBoard07.FirstObtainedSec
0x02759d5f	ClothHeadwearHatSteamPunk
0x02783fd0	ObjVendingMachine
0x027d7033	MiiEditorBaseSkinColorIndex
0x027db3cc	ClothAccessoryWaistDog
0x0281a7b7	Treasure
0x028dca33	CannotEdit
0x0290e6db	Player.InteriorRoomStyleInfo.Party01
0x02990e2b	ItemConfessionCandle
0x029db1c7	Trouble_IntroductionFirstFriend_Success
0x029fe648	Sequential
0x02a4af54	ObjArchAir_01
0x02a6586b	ClothBottomsPantsLongRock
0x02acd350	Work/Data/ClothParam/ClothHeadwearHatBoater.data__ClothParam.gyml
0x02af42b6	Ocher
0x02b24dc4	Player.InteriorRoomStyleInfo.MusicRoom00.State
0x02b59bf9	ObjStreetLamp_05
0x02b81cb3	Dir2Grid_Hedge
0x02b85743	HairFront_S
0x02b9df79	Player.InteriorRoomStyleInfo.Triangle03.State
0x02bbdb1f	UserYesNo
0x02bcfdee	TreasureGameEmotionTelopChatNoFeaturesSitOnTheGround
0x02bd552e	Work/Data/ClothParam/ClothHeadwearGlassShield.data__ClothParam.gyml
0x02bdcbc9	Player.InteriorRoomStyleInfo.Christmas01.State
0x02be6d70	ClothHeadwearHatSilk
0x02c3b343	Work/Data/ClothModelParam/ClothTopsYshirtLongGilet.data__ClothModelParam.gyml
0x02c5d854	Position_02
0x02c7cb8b	Work/Confluence/PageInfo/HairBack055.pp__Confluence__PageInfo.gyml
0x02db3559	SecondFriendTrouble
0x02dde1bb	Player.GoodsInfo2.CrystalBall.State
0x02dff0ee	Lemonade
0x02e0228f	Player.GoodsInfo2.SwallowsNest.OwnNum
0x02e3495e	ClothAllMascotLongTiger
0x02e8139d	ClothAllMascotLongReindeer
0x02eb1602	NoGroup_Event0007FL
0x02ed4400	Work/Confluence/PageInfo/HairAllLegacy026.pp__Confluence__PageInfo.gyml
0x02ed873c	Work/Confluence/PageInfo/HairAll016.pp__Confluence__PageInfo.gyml
0x02ef51ca	Work/Data/CoordinateClothInfo/Coordinate0317.data__CoordinateClothInfo.gyml
0x02fd76ce	WoodBoard02
0x030bcfdf	UgcExterior
0x030c32bf	Work/Data/ClothModelParam/ClothTopsYshirtLongKungfu.data__ClothModelParam.gyml
0x0310422c	FocusLeadingConfession
0x031162da	Player.InteriorRoomStyleInfo.BigFlower02.OwnNum
0x031c19c6	Dog00
0x031d2391	HowToCallIslandName
0x0320bff8	Player.InteriorRoomStyleInfo.MultiDot02.LastObtainedSec
0x03221ecd	Player.GoodsInfo2.CDReggae.IsNewlyOwned
0x03258abf	Player.InteriorRoomStyleInfo.Dot05.FirstObtainedSec
0x0328206d	TreasureAnythingEmotionTelopChatScarySitOnDiningTable
0x032838b4	House.RoomStyleInfo.Flag.Steampunk00
0x03294d4a	House.RoomStyleInfo.Flag.Stuffed01
0x032bfb74	Mii.Trouble.Info.IsFirstDemoDone
0x032e96c2	Mii.Belongings.RoomStyleInfo.Flag.Abduction00
0x032f890a	Player.InteriorRoomStyleInfo.Dot06.FirstObtainedSec
0x03326f64	Player.InteriorRoomStyleInfo.Party00
0x0333a87c	ClothBottomsSkirtLongFolklore
0x0335b0a7	ObjBell_05
0x0335d7ca	Childcare.Pending.HabitOwnInfo.StandProudly.State
0x033809bb	Revert
0x033a213f	Bag
0x033eac51	Tyrannosaurus
0x034c1fd5	Branch_Event0041FL_Normal
0x0350ac1f	Player.HabitInfo2.GreetingMacho.LastObtainedSec
0x0353a127	Work/Data/ClothParam/ClothTopsTshirtHalfTiedye.data__ClothParam.gyml
0x03554f30	ObjBonfire_06
0x03555693	Work/Mii/EyeAccessoryParam/Eye070.mii__EyeAccessoryParam.gyml
0x03577db2	Childcare.Pending.Voice.Formant
0x0358c5b2	Player.GoodsInfo2.ElectronicSubstrate.LastObtainedSec
0x03594cbd	Player.HabitInfo2.StandRestless.IsNewlyOwned
0x035e09e0	Player.InteriorRoomStyleInfo.WoodBoard03
0x035fb9d6	StarPrint00
0x035fd388	Player.GoodsInfo2.LuckyCat.IsNewlyOwned
0x0376af53	Work/Data/ClothParam/ClothTopslongSalopetteLongStar.data__ClothParam.gyml
0x037c8754	Player.GoodsInfo2.GameRacing.State
0x037e4be6	Player.GoodsInfo2.ClayFigure.OwnNum
0x0389d77b	DemoDM104031
0x038a3981	Player.InteriorRoomStyleInfo.Minimul04.InformedNewRelease
0x038c20a9	Euro
0x0390ccc9	Slowly
0x0391c790	NoGroup_DashClashFallInLoveFirstSightChange
0x03956998	Childcare.Pending.HabitOwnInfo.StandPutsGlasses.IsOwn
0x039f25cc	Player.HabitInfo2.GetAngryTypeBrightly.LastObtainedSec
0x03a289d9	TreasureBookEmotionTelopChatNoveltySitOnTheBench
0x03a80882	News.IntervieweeMii.MiiIndex
0x03a9f85f	TravelPosUp
0x03ad30fd	Work/Data/ClothModelParam/ClothHeadwearMaskWelding.data__ClothModelParam.gyml
0x03ad8733	Work/Data/CoordinateAttribute/Coordinate0067.data__CoordinateAttribute.gyml
0x03b50bb9	Work/Data/ClothParam/ClothTopsCompression.data__ClothParam.gyml
0x03b590d6	DumbbellBookRightHand
0x03b94480	ClothHeadwearOrnamentTopAntenna
0x03c1f05f	Carpet07
0x03ca7e5a	Work/Data/ClothParam/ClothAccessoryChestCorsage.data__ClothParam.gyml
0x03ceab27	Work/Data/ClothParam/ClothHeadwearOrnamentSidePinSeashell.data__ClothParam.gyml
0x03d01ecb	Work/Data/ClothModelParam/ClothTopsOuterSleevelessKnit.data__ClothModelParam.gyml
0x03d08242	Work/Data/ClothParam/ClothSocksTights.data__ClothParam.gyml
0x03d713f6	PriorityRankSHigh
0x03d76b7a	ClothTopslongBoxDressSleevelessCaveman
0x03d8349a	ToCarpetNearAfSourcesRandomPositionInActionArea
0x03d8406f	Work/Data/ClothModelParam/ClothAccessoryMufflerCheck.data__ClothModelParam.gyml
0x03d97fa0	InvitePlayTogether
0x03e3c770	North
0x03e554ca	ObjAsianResort00_WallDeco
0x03e8e97a	Group_Event0023
0x03f0e1a6	Player.GoodsInfo2.KarateSet.OwnNum
0x04013ca4	ObjFigure00_Bed
0x040277ff	Work/Data/ClothModelParam/ClothTopsTshirtHalfRinger.data__ClothModelParam.gyml
0x040530f8	OrderBuildingLifted
0x040563ae	LvUPGoods_NotePC_Sitting_Outdoor
0x04056417	Work/Data/ClothModelParam/ClothShoesSandalBeads.data__ClothModelParam.gyml
0x0405d8b3	Work/Data/ClothParam/ClothTopsCoatLongAogam.data__ClothParam.gyml
0x040b16df	ObjClockTower_Center
0x040f05c0	Player.GoodsInfo2.GameAction.State
0x0410b668	InteriorMaterial
0x04195d3f	Player.InteriorRoomStyleInfo.Market00.State
0x041cdfca	Work/Data/ClothParam/ClothAllCupLongTree.data__ClothParam.gyml
0x041edbb5	Player.GoodsInfo2.BalloonArt.State
0x04212545	Mii.Belongings.RoomStyleInfo.Flag.WoodBoard05
0x042410d4	Player.HabitInfo2.BreakGas.LastObtainedSec
0x0425aaee	Player.InteriorRoomStyleInfo.Fruit01.State
0x0425f8ce	Work/Data/ClothModelParam/ClothTopsOuterLongAnimalBlouson.data__ClothModelParam.gyml
0x0429a1de	Garaxy00
0x0429d11d	Player.GoodsInfo2.BottleShip
0x042abdaf	Work/Data/ClothParam/ClothTopslongAlongLongShiny.data__ClothParam.gyml
0x042b1a9c	WickerBasket
0x042d79ab	Work/Data/ClothModelParam/ClothBottomsPantsWideGlen.data__ClothModelParam.gyml
0x0430a452	ItemSoccerBall
0x04396263	House.RoomStyleInfo.Flag.Brick01
0x04458371	Player.GoodsInfo2.EngagementRing.IsNewlyOwned
0x0445dd81	PaintedWood02
0x04524bbe	TreasureAnythingEmotionTelopChatNoveltySitOnTheGroundCircle
0x0453bb72	Work/Data/ClothParam/ClothTopsOuterLongYumekawaSukajan.data__ClothParam.gyml
0x045c32ec	Work/Data/ClothParam/ClothTopsYshirtLongTurtleneckKnit.data__ClothParam.gyml
0x0461b588	StarPrint03
0x0465d90a	Work/Mii/EyeAccessoryParam/Eye016.mii__EyeAccessoryParam.gyml
0x0467e5aa	Work/Data/ClothModelParam/ClothTopslongBoxDressLongGothic.data__ClothModelParam.gyml
0x046bf9f8	HowToCallName
0x0476feea	Childcare.Pending.HabitOwnInfo.VoiceLoud.IsOwn
0x0478516d	Childcare.Pending.IsFacePaintFront
0x04817255	Childcare.Pending.HabitOwnInfo.EatSecretly.IsChecked
0x04845c6c	ClothTopslongAlineHalfLinen
0x0484a802	NoGroup_Event0017FL
0x0487fc9c	HouseDollHouseDecoBackIcon
0x048fed49	Work/Component/DestinationInfo/RoomBed.actor__DestinationInfo.gyml
0x04928b2e	EmotionTelopChatSecretSpeechCircle
0x049d8d9d	Player.InteriorRoomStyleInfo.Camouflage02.InformedNewRelease
0x04a9f20a	SitUpExerciseField
0x04ad26e9	Player.InteriorRoomStyleInfo.Wrestling00.KeyHash
0x04b1b024	Player.InteriorRoomStyleInfo.Cute00.FirstObtainedSec
0x04b9dfb1	DemoPR000125
0x04bae94e	Work/Data/CoordinateAttribute/Coordinate0142.data__CoordinateAttribute.gyml
0x04bd3e9b	ClothHeadwearGlassShield
0x04c959f5	ObjThrone_05
0x04cbc7ad	RoomDollHouseLDK_BackLeft
0x04cd2b1d	Player.GoodsInfo2.CrystalBall.LastObtainedSec
0x04ceb0b4	Childcare.Pending.WordInfo.WordArray.WordKind
0x04d0101e	Mii.Belongings.RoomStyleInfo.Flag.Success00
0x04d28154	Player.InteriorRoomStyleInfo.Stadium02.InformedNewRelease
0x04d51f12	SkinColorIndex
0x04dc9181	Player.InteriorRoomStyleInfo.Camouflage03.State
0x04dda2b2	NoGroup_Event0022FL
0x04ddb6d2	Work/Data/ClothModelParam/ClothAccessoryBackMusicalNote.data__ClothModelParam.gyml
0x04de9265	Candy01
0x04df7f27	ObjColorBox00_Desk
0x04dfbec5	Work/Data/ClothParam/ClothTopsUgcTshirtSleeveless.data__ClothParam.gyml
0x04e5dd84	EmotionTelopChatSadSitKnittingOnTheHouseDeck
0x04f3621c	Work/Data/ClothModelParam/ClothSocksTightsColor.data__ClothModelParam.gyml
0x04f7f0c2	Work/Data/ClothParam/ClothAllMonsterLongTurkey.data__ClothParam.gyml
0x04f9c3c9	Work/Data/ClothParam/ClothBottomsSkirtMiniTulle.data__ClothParam.gyml
0x04faa740	Work/Data/CoordinateClothInfo/Coordinate0059.data__CoordinateClothInfo.gyml
0x04fc0ae0	NotLoverPartnerEx
0x04fc8a28	Player.GoodsInfo2.BookManga.OwnNum
0x04fcafdc	LvUPGoods_Ballet_House_LDKCarpet_raw
0x04fd0681	House.RoomStyleInfo.Flag.StainedGlass01
0x0506ce56	Player.InteriorRoomStyleInfo.Bathroom03.LastObtainedSec
0x05126dc1	Player.InteriorRoomStyleInfo.SmallFlower04.OwnNum
0x05169a7d	Player.GoodsInfo2.AromaCandle
0x05199b77	FlashlightChatHere
0x052166fb	Player.HabitInfo2.StandProudly.IsNewlyOwned
0x052d84df	Work/Data/ClothParam/ClothSocksLeggings.data__ClothParam.gyml
0x052de021	ItemPhysicsWall
0x052f2396	Mii.Belongings.HabitOwnInfo.WalkScurry.State
0x0534fa39	House.WordAttrCount
0x05370286	Place_Facility_Restaurant_Chat_raw
0x05398c9a	PlayRunCircleWithPet
0x05421985	Work/Data/ClothParam/ClothHeadwearOrnamentFrontDuck.data__ClothParam.gyml
0x05495b7c	DemoRestaurant34
0x054c304e	Mii.Belongings.RoomStyleInfo.Flag.Minimul06
0x054e9359	Work/Data/ClothModelParam/ClothAllCupLongLatte.data__ClothModelParam.gyml
0x054f0db7	ClothTopsTshirtLongTilden
0x054ff4fa	Work/Data/CoordinateClothInfo/Coordinate0065.data__CoordinateClothInfo.gyml
0x0550160e	LvUPGoods_Guitar_House_LDKCarpet_raw
0x05585740	Mii.Belongings.RoomStyleInfo.Flag.Factry00
0x05588ce4	Player.InteriorRoomStyleInfo.Damask05.LastObtainedSec
0x055edadd	ClothHeadwearHatCorduroy
0x0561c2b5	Nikoniko
0x05645aa2	Work/Confluence/PageInfo/HairParts007.pp__Confluence__PageInfo.gyml
0x056a9d42	Work/Data/ClothModelParam/ClothBottomsSkirtLongGradation.data__ClothModelParam.gyml
0x056b298b	Childcare.Pending.HabitOwnInfo.GreetingTypeBig
0x056f2f20	UGC.MapObject.AttrTouchType
0x0571e6db	Work/Data/CoordinateAttribute/Coordinate0222.data__CoordinateAttribute.gyml
0x057471b4	ClothBottomsPantsWidePalmTree
0x0576353d	ObjStepStone_02
0x057e2814	Mii.Belongings.RoomStyleInfo.Flag.Triangle01
0x05809bdf	Work/Data/ClothParam/ClothAccessoryBackAxe.data__ClothParam.gyml
0x0580c215	Trouble_IntroductionFirstHungry_Failure
0x0586b348	Work/Data/ClothParam/ClothBottomsPantsWidePatch.data__ClothParam.gyml
0x058867c4	Ain
0x058ccf99	Sauna
0x05911091	Player.GoodsInfo2.YogaSet.LastObtainedSec
0x059a0f26	Work/Data/ClothModelParam/ClothAllCupLongTree.data__ClothModelParam.gyml
0x059e1364	Work/Confluence/PageInfo/HairAllLegacy027.pp__Confluence__PageInfo.gyml
0x05a4033b	ItemCoin
0x05af459b	Work/Data/ClothParam/ClothTopsCropped.data__ClothParam.gyml
0x05afba6b	Trouble_GoodsCD_Success
0x05b20208	ClothHeadwearHatMesh
0x05b69575	Necklace
0x05bdbe40	ClothBottomsSkirtBoxOffice
0x05c03dc2	Player.InteriorRoomStyleInfo.BigFlower02.FirstObtainedSec
0x05c200b2	ClothAllCostumeLongSnowman
0x05c2524f	SpeechBubbleGold
0x05c69598	Work/Data/ClothParam/ClothShoesSandalSchool.data__ClothParam.gyml
0x05c69e1f	Work/Data/CoordinateAttribute/Coordinate0303.data__CoordinateAttribute.gyml
0x05d77d6e	ClothTopsTshirtLongTailoredJacket
0x05dd958b	Work/Data/CoordinateClothInfo/Coordinate0212.data__CoordinateClothInfo.gyml
0x05dfb5cb	Work/Data/ClothParam/ClothAccessoryWaistTurkey.data__ClothParam.gyml
0x05e0f699	NotePc
0x05e164c4	Player.InteriorRoomStyleInfo.BigFlower01.InformedNewRelease
0x05e7b47c	Work/Data/ClothParam/ClothHeadwearHatSteamPunk.data__ClothParam.gyml
0x05ea6405	TalkInSleep
0x05ed50ac	EmotionTelopChatRelaxSitOnTheHouseDeck
0x05f0c7a0	UgcCloth
0x05f544a5	TypeC
0x05f5f62c	CharInfoEx
0x05fe2411	UGC.Editor.Setting.MiiEditorBaseSkinColorIndex
0x0600433a	Player.GoodsInfo2.Vihta.LastObtainedSec
0x060098f2	Player.HabitInfo2.WalkUneasily.State
0x06019f97	ObjBeachParasol_01
0x06027e0a	Work/Data/ClothParam/ClothTopslongAlongLongCheck.data__ClothParam.gyml
0x06034750	Player.InteriorRoomStyleInfo.SF01.FirstObtainedSec
0x0607d08f	Work/Data/CoordinateClothInfo/Coordinate0195.data__CoordinateClothInfo.gyml
0x0612cf40	Event0007CH
0x06133548	FacilityFamilyRestaurantTableSet
0x0613e35a	House.RoomStyleInfo.Flag.Damask06
0x061beaee	Mii.Belongings.RoomStyleInfo.Flag.HoneycombTile04
0x061fe005	Player.GoodsInfo2.CicadaShell.IsNewlyOwned
0x0620e79c	Player.InteriorRoomStyleInfo.Party00.OwnNum
0x06235a54	Work/Confluence/PageInfo/HairAllLegacy050.pp__Confluence__PageInfo.gyml
0x062477da	Work/Confluence/PageInfo/HairAll000.pp__Confluence__PageInfo.gyml
0x062d3e33	ObjTrain00_Roof
0x062dc129	MiiNews017
0x0634ec66	Work/Confluence/PageInfo/HairAllLegacy047.pp__Confluence__PageInfo.gyml
0x063878de	ScrubbingBrush
0x0649d453	Player.GoodsInfo2.MosquitoCoil.State
0x064a1442	Player.InteriorRoomStyleInfo.LightStick03.LastObtainedSec
0x064fd4ac	Lover_Couple_50Over
0x06567905	Player.HabitInfo2.EatWild.State
0x065cf5ef	Work/Data/CoordinateAttribute/Coordinate0205.data__CoordinateAttribute.gyml
0x066265c1	Player.InteriorRoomStyleInfo.Damask00.InformedNewRelease
0x06633fcc	European03
0x0664c4e1	Work/Data/ClothModelParam/ClothSocksCat.data__ClothModelParam.gyml
0x0664dd26	Player.InteriorRoomStyleInfo.Camouflage01.KeyHash
0x06659e7e	Childcare.Pending.HabitOwnInfo.WalkUnsteady
0x06680f2b	Work/Confluence/PageInfo/HairAll110.pp__Confluence__PageInfo.gyml
0x066d0aba	ObjRetropop00_WallShelf
0x066dd4dc	Work/Data/ClothModelParam/ClothTopslongAlongLongFurCoat.data__ClothModelParam.gyml
0x066f448f	Player.HabitInfo2.EatCute.LastObtainedSec
0x067f21d9	Work/Mii/EyeAccessoryParam/Eye008.mii__EyeAccessoryParam.gyml
0x06819c15	Group_Event0022_2
0x0684b75b	Player.GoodsInfo2.Egg.OwnNum
0x068e6afb	RoomBed
0x06962dd6	Wedding00
0x06973f1f	Work/Confluence/PageInfo/HairAll070.pp__Confluence__PageInfo.gyml
0x0698fb9f	Gold00
0x069b599e	DemoDM104001
0x06a00044	Childcare.Pending.HabitOwnInfo.WalkToeOut.IsChecked
0x06a06042	Player.HabitInfo2.WalkSwagger.IsNewlyOwned
0x06a0b8c2	TreasurePetEmotionTelopChatNoveltyAtRoom
0x06a43863	SitUpExerciseFieldLarge
0x06a4d685	Player.GoodsInfo2.Binoculars
0x06a617e6	Event0038FL
0x06a7a14c	UGC.MapFloor.TextureSourceType
0x06a81b28	Player.InteriorRoomStyleInfo.PublicBath00.InformedNewRelease
0x06ae1675	FacilityFamilyRestaurant_MeetingPlace0
0x06b39f7d	Work/Data/ClothParam/ClothBottomsPantsWideFlower.data__ClothParam.gyml
0x06b4e3fe	Work/Data/CoordinateClothInfo/Coordinate0297.data__CoordinateClothInfo.gyml
0x06b56546	Childcare.Pending.HabitOwnInfo.StandRhythm.IsChecked
0x06b5cd9c	Player.GoodsInfo2.GameHorror.LastObtainedSec
0x06b93120	CicadaShell
0x06baa5b7	ClothShop
0x06bdd9f8	Work/Data/ClothParam/ClothBottomsPantsWideJacquard.data__ClothParam.gyml
0x06bf398b	Work/Data/ClothModelParam/ClothAllMascotLongBear.data__ClothModelParam.gyml
0x06c42abf	Camera
0x06c66a98	MiiHistory.Info.UgcTextIndex
0x06c8fb06	FocusLeadingUpLargeCureFeeling
0x06ce7887	ObjNobility00_Celling
0x06d6eb02	Player.InteriorRoomStyleInfo.Jail00.IsNewlyOwned
